id,image_path,gender,subCategory,articleType,baseColour,productDisplayName,flipkart_url,amazon_url
13089,images/13089.jpg,men,topwear,sweatshirts,grey,ADIDAS Men Lfc Auth Hood Grey Sweatshirts,https://www.flipkart.com/search?q=ADIDAS+Men+Lfc+Auth+Hood+Grey+Sweatshirts+Sweatshirts,https://www.amazon.in/s?k=ADIDAS+Men+Lfc+Auth+Hood+Grey+Sweatshirts+Sweatshirts
18461,images/18461.jpg,men,fragrance,deodorant,white,David Beckham Signature Men Deos,https://www.flipkart.com/search?q=David+Beckham+Signature+Men+Deos+Deodorant,https://www.amazon.in/s?k=David+Beckham+Signature+Men+Deos+Deodorant
9036,images/9036.jpg,men,shoes,formal shoes,black,Buckaroo Men Flores Black Formal Shoes,https://www.flipkart.com/search?q=Buckaroo+Men+Flores+Black+Formal+Shoes+Formal+Shoes,https://www.amazon.in/s?k=Buckaroo+Men+Flores+Black+Formal+Shoes+Formal+Shoes
48311,images/48311.jpg,women,jewellery,bracelet,bronze,Pitaraa Women Bronze Beaded Bracelet,https://www.flipkart.com/search?q=Pitaraa+Women+Bronze+Beaded+Bracelet+Bracelet,https://www.amazon.in/s?k=Pitaraa+Women+Bronze+Beaded+Bracelet+Bracelet
7990,images/7990.jpg,men,topwear,tshirts,navy blue,Fila Men's Round Neck Navy Blue T-shirt,https://www.flipkart.com/search?q=Fila+Men%27s+Round+Neck+Navy+Blue+T-shirt+Tshirts,https://www.amazon.in/s?k=Fila+Men%27s+Round+Neck+Navy+Blue+T-shirt+Tshirts
56019,images/56019.jpg,women,lips,lipstick,brown,Colorbar Soft Touch Show Stopper Copper Lipstick 037,https://www.flipkart.com/search?q=Colorbar+Soft+Touch+Show+Stopper+Copper+Lipstick+037+Lipstick,https://www.amazon.in/s?k=Colorbar+Soft+Touch+Show+Stopper+Copper+Lipstick+037+Lipstick
21977,images/21977.jpg,women,bags,handbags,brown,Murcia Women Casual Brown Handbag,https://www.flipkart.com/search?q=Murcia+Women+Casual+Brown+Handbag+Handbags,https://www.amazon.in/s?k=Murcia+Women+Casual+Brown+Handbag+Handbags
37812,images/37812.jpg,men,topwear,shirts,navy blue,John Players Men Navy Blue Shirt,https://www.flipkart.com/search?q=John+Players+Men+Navy+Blue+Shirt+Shirts,https://www.amazon.in/s?k=John+Players+Men+Navy+Blue+Shirt+Shirts
4729,images/4729.jpg,boys,topwear,tshirts,green,Disney Kids Boy's Crew Sea Life Sialing Green Teen Kidswear,https://www.flipkart.com/search?q=Disney+Kids+Boy%27s+Crew+Sea+Life+Sialing+Green+Teen+Kidswear+Tshirts,https://www.amazon.in/s?k=Disney+Kids+Boy%27s+Crew+Sea+Life+Sialing+Green+Teen+Kidswear+Tshirts
56825,images/56825.jpg,men,topwear,shirts,brown,John Players Men Brown Shirt,https://www.flipkart.com/search?q=John+Players+Men+Brown+Shirt+Shirts,https://www.amazon.in/s?k=John+Players+Men+Brown+Shirt+Shirts
39988,images/39988.jpg,men,shoes,casual shoes,white,Gas Men Europa White Shoes,https://www.flipkart.com/search?q=Gas+Men+Europa+White+Shoes+Casual+Shoes,https://www.amazon.in/s?k=Gas+Men+Europa+White+Shoes+Casual+Shoes
59051,images/59051.jpg,women,shoes,flats,black,Carlton London Women Black & Gold Toned Flats,https://www.flipkart.com/search?q=Carlton+London+Women+Black+%26+Gold+Toned+Flats+Flats,https://www.amazon.in/s?k=Carlton+London+Women+Black+%26+Gold+Toned+Flats+Flats
20099,images/20099.jpg,women,topwear,kurtas,green,Diva Women Embroided Green Kurta,https://www.flipkart.com/search?q=Diva+Women+Embroided+Green+Kurta+Kurtas,https://www.amazon.in/s?k=Diva+Women+Embroided+Green+Kurta+Kurtas
58183,images/58183.jpg,women,bags,handbags,white,Rocky S Women White Handbag,https://www.flipkart.com/search?q=Rocky+S+Women+White+Handbag+Handbags,https://www.amazon.in/s?k=Rocky+S+Women+White+Handbag+Handbags
29742,images/29742.jpg,women,bags,handbags,teal,Kiara Women Teal Handbag,https://www.flipkart.com/search?q=Kiara+Women+Teal+Handbag+Handbags,https://www.amazon.in/s?k=Kiara+Women+Teal+Handbag+Handbags
51658,images/51658.jpg,women,watches,watches,copper,Fossil Women Copper Chronograph Watch CH2589,https://www.flipkart.com/search?q=Fossil+Women+Copper+Chronograph+Watch+CH2589+Watches,https://www.amazon.in/s?k=Fossil+Women+Copper+Chronograph+Watch+CH2589+Watches
3954,images/3954.jpg,women,topwear,tshirts,pink,Jealous 21 Women's Pink T-shirt,https://www.flipkart.com/search?q=Jealous+21+Women%27s+Pink+T-shirt+Tshirts,https://www.amazon.in/s?k=Jealous+21+Women%27s+Pink+T-shirt+Tshirts
18839,images/18839.jpg,men,belts,belts,black,Peter England Men Formal Black Belt,https://www.flipkart.com/search?q=Peter+England+Men+Formal+Black+Belt+Belts,https://www.amazon.in/s?k=Peter+England+Men+Formal+Black+Belt+Belts
2886,images/2886.jpg,women,shoes,flats,brown,Catwalk Women Leather Brown Flats,https://www.flipkart.com/search?q=Catwalk+Women+Leather+Brown+Flats+Flats,https://www.amazon.in/s?k=Catwalk+Women+Leather+Brown+Flats+Flats
23278,images/23278.jpg,men,watches,watches,off white,Maxima Ssteele Men Off White Watch,https://www.flipkart.com/search?q=Maxima+Ssteele+Men+Off+White+Watch+Watches,https://www.amazon.in/s?k=Maxima+Ssteele+Men+Off+White+Watch+Watches
28690,images/28690.jpg,women,topwear,kurtas,beige,W Women Printed Beige Kurta,https://www.flipkart.com/search?q=W+Women+Printed+Beige+Kurta+Kurtas,https://www.amazon.in/s?k=W+Women+Printed+Beige+Kurta+Kurtas
8580,images/8580.jpg,men,topwear,waistcoat,grey,Scullers Men  Grey Waistcoat,https://www.flipkart.com/search?q=Scullers+Men++Grey+Waistcoat+Waistcoat,https://www.amazon.in/s?k=Scullers+Men++Grey+Waistcoat+Waistcoat
3168,images/3168.jpg,men,shoes,sports shoes,white,Nike Men's Incinerate MSL White Blue Shoe,https://www.flipkart.com/search?q=Nike+Men%27s+Incinerate+MSL+White+Blue+Shoe+Sports+Shoes,https://www.amazon.in/s?k=Nike+Men%27s+Incinerate+MSL+White+Blue+Shoe+Sports+Shoes
18005,images/18005.jpg,men,bottomwear,shorts,black,Puma Men Long Logo Black Bermuda,https://www.flipkart.com/search?q=Puma+Men+Long+Logo+Black+Bermuda+Shorts,https://www.amazon.in/s?k=Puma+Men+Long+Logo+Black+Bermuda+Shorts
17871,images/17871.jpg,men,innerwear,briefs,maroon,Levis Men Boxer Maroon Brief,https://www.flipkart.com/search?q=Levis+Men+Boxer+Maroon+Brief+Briefs,https://www.amazon.in/s?k=Levis+Men+Boxer+Maroon+Brief+Briefs
9452,images/9452.jpg,men,topwear,shirts,red,John Miller Men Stripes White Red Shirts,https://www.flipkart.com/search?q=John+Miller+Men+Stripes+White+Red+Shirts+Shirts,https://www.amazon.in/s?k=John+Miller+Men+Stripes+White+Red+Shirts+Shirts
38402,images/38402.jpg,women,belts,belts,black,Baggit Women Hood Dabang Black Belt,https://www.flipkart.com/search?q=Baggit+Women+Hood+Dabang+Black+Belt+Belts,https://www.amazon.in/s?k=Baggit+Women+Hood+Dabang+Black+Belt+Belts
44984,images/44984.jpg,women,watches,watches,white,Maxima Women White Dial Watch,https://www.flipkart.com/search?q=Maxima+Women+White+Dial+Watch+Watches,https://www.amazon.in/s?k=Maxima+Women+White+Dial+Watch+Watches
10268,images/10268.jpg,men,shoes,formal shoes,black,Clarks Men Hang Work Leather Black Formal Shoes,https://www.flipkart.com/search?q=Clarks+Men+Hang+Work+Leather+Black+Formal+Shoes+Formal+Shoes,https://www.amazon.in/s?k=Clarks+Men+Hang+Work+Leather+Black+Formal+Shoes+Formal+Shoes
45856,images/45856.jpg,women,topwear,kurtas,brown,Vishudh Women Brown Kurta,https://www.flipkart.com/search?q=Vishudh+Women+Brown+Kurta+Kurtas,https://www.amazon.in/s?k=Vishudh+Women+Brown+Kurta+Kurtas
32138,images/32138.jpg,men,innerwear,briefs,blue,Playboy Men Blue Titanium Briefs,https://www.flipkart.com/search?q=Playboy+Men+Blue+Titanium+Briefs+Briefs,https://www.amazon.in/s?k=Playboy+Men+Blue+Titanium+Briefs+Briefs
59435,images/59435.jpg,men,shoes,formal shoes,black,Arrow Men Black Formal Shoes,https://www.flipkart.com/search?q=Arrow+Men+Black+Formal+Shoes+Formal+Shoes,https://www.amazon.in/s?k=Arrow+Men+Black+Formal+Shoes+Formal+Shoes
5891,images/5891.jpg,men,topwear,tshirts,black,Puma Men's Stripe Polo Black T-shirt,https://www.flipkart.com/search?q=Puma+Men%27s+Stripe+Polo+Black+T-shirt+Tshirts,https://www.amazon.in/s?k=Puma+Men%27s+Stripe+Polo+Black+T-shirt+Tshirts
38630,images/38630.jpg,women,topwear,tshirts,purple,Nike Women Purple Polo T-shirt,https://www.flipkart.com/search?q=Nike+Women+Purple+Polo+T-shirt+Tshirts,https://www.amazon.in/s?k=Nike+Women+Purple+Polo+T-shirt+Tshirts
4943,images/4943.jpg,men,topwear,shirts,white,Gini and Jony Boy's Kaleb White Brown Kidswear,https://www.flipkart.com/search?q=Gini+and+Jony+Boy%27s+Kaleb+White+Brown+Kidswear+Shirts,https://www.amazon.in/s?k=Gini+and+Jony+Boy%27s+Kaleb+White+Brown+Kidswear+Shirts
11188,images/11188.jpg,men,watches,watches,silver,Carrera Men Dial steel finish strap Silver Watches,https://www.flipkart.com/search?q=Carrera+Men+Dial+steel+finish+strap+Silver+Watches+Watches,https://www.amazon.in/s?k=Carrera+Men+Dial+steel+finish+strap+Silver+Watches+Watches
10866,images/10866.jpg,men,topwear,tshirts,red,Wrangler Men Motor Rider Red T-Shirts,https://www.flipkart.com/search?q=Wrangler+Men+Motor+Rider+Red+T-Shirts+Tshirts,https://www.amazon.in/s?k=Wrangler+Men+Motor+Rider+Red+T-Shirts+Tshirts
59607,images/59607.jpg,women,saree,sarees,grey,FNF Pink & Grey Wedding Collection Sari,https://www.flipkart.com/search?q=FNF+Pink+%26+Grey+Wedding+Collection+Sari+Sarees,https://www.amazon.in/s?k=FNF+Pink+%26+Grey+Wedding+Collection+Sari+Sarees
15528,images/15528.jpg,men,topwear,tshirts,black,Puma Men Scribble Black Tshirts,https://www.flipkart.com/search?q=Puma+Men+Scribble+Black+Tshirts+Tshirts,https://www.amazon.in/s?k=Puma+Men+Scribble+Black+Tshirts+Tshirts
45258,images/45258.jpg,men,watches,watches,black,CASIO EDIFICE Men Black Dial Chronograph Watch ED60,https://www.flipkart.com/search?q=CASIO+EDIFICE+Men+Black+Dial+Chronograph+Watch+ED60+Watches,https://www.amazon.in/s?k=CASIO+EDIFICE+Men+Black+Dial+Chronograph+Watch+ED60+Watches
42841,images/42841.jpg,women,bags,handbags,beige,French Connection Women Beige Handbag,https://www.flipkart.com/search?q=French+Connection+Women+Beige+Handbag+Handbags,https://www.amazon.in/s?k=French+Connection+Women+Beige+Handbag+Handbags
22198,images/22198.jpg,men,shoes,casual shoes,black,Timberland Men Black Casual Shoes,https://www.flipkart.com/search?q=Timberland+Men+Black+Casual+Shoes+Casual+Shoes,https://www.amazon.in/s?k=Timberland+Men+Black+Casual+Shoes+Casual+Shoes
29570,images/29570.jpg,men,shoes,casual shoes,purple,Vans Men Classic Slip-On Purple & Black Shoes,https://www.flipkart.com/search?q=Vans+Men+Classic+Slip-On+Purple+%26+Black+Shoes+Casual+Shoes,https://www.amazon.in/s?k=Vans+Men+Classic+Slip-On+Purple+%26+Black+Shoes+Casual+Shoes
43993,images/43993.jpg,women,fragrance,perfume and body mist,pink,Police Women Passion Perfume,https://www.flipkart.com/search?q=Police+Women+Passion+Perfume+Perfume+and+Body+Mist,https://www.amazon.in/s?k=Police+Women+Passion+Perfume+Perfume+and+Body+Mist
6628,images/6628.jpg,men,shoes,sports shoes,white,ADIDAS Men's Lowell White Silver Shoe,https://www.flipkart.com/search?q=ADIDAS+Men%27s+Lowell+White+Silver+Shoe+Sports+Shoes,https://www.amazon.in/s?k=ADIDAS+Men%27s+Lowell+White+Silver+Shoe+Sports+Shoes
54924,images/54924.jpg,men,bottomwear,shorts,blue,Do U Speak Green Men Blue Shorts,https://www.flipkart.com/search?q=Do+U+Speak+Green+Men+Blue+Shorts+Shorts,https://www.amazon.in/s?k=Do+U+Speak+Green+Men+Blue+Shorts+Shorts
26538,images/26538.jpg,men,shoes,casual shoes,red,ID Men Red Shoes,https://www.flipkart.com/search?q=ID+Men+Red+Shoes+Casual+Shoes,https://www.amazon.in/s?k=ID+Men+Red+Shoes+Casual+Shoes
35913,images/35913.jpg,women,bags,handbags,black,Peperone Women Black & White Handbag,https://www.flipkart.com/search?q=Peperone+Women+Black+%26+White+Handbag+Handbags,https://www.amazon.in/s?k=Peperone+Women+Black+%26+White+Handbag+Handbags
49495,images/49495.jpg,men,shoes,casual shoes,khaki,Vans Men Khaki Shoes,https://www.flipkart.com/search?q=Vans+Men+Khaki+Shoes+Casual+Shoes,https://www.amazon.in/s?k=Vans+Men+Khaki+Shoes+Casual+Shoes
9660,images/9660.jpg,men,topwear,shirts,pink,Indigo Nation Men Reversible Bling Pink Shirts,https://www.flipkart.com/search?q=Indigo+Nation+Men+Reversible+Bling+Pink+Shirts+Shirts,https://www.amazon.in/s?k=Indigo+Nation+Men+Reversible+Bling+Pink+Shirts+Shirts
2288,images/2288.jpg,women,topwear,tshirts,black,Nike Women Black T-shirt,https://www.flipkart.com/search?q=Nike+Women+Black+T-shirt+Tshirts,https://www.amazon.in/s?k=Nike+Women+Black+T-shirt+Tshirts
23876,images/23876.jpg,men,topwear,sweatshirts,blue,ADIDAS Men Blue Sweatshirt,https://www.flipkart.com/search?q=ADIDAS+Men+Blue+Sweatshirt+Sweatshirts,https://www.amazon.in/s?k=ADIDAS+Men+Blue+Sweatshirt+Sweatshirts
18237,images/18237.jpg,men,topwear,tshirts,red,Manchester United Men Solid Red Tshirt,https://www.flipkart.com/search?q=Manchester+United+Men+Solid+Red+Tshirt+Tshirts,https://www.amazon.in/s?k=Manchester+United+Men+Solid+Red+Tshirt+Tshirts
54118,images/54118.jpg,women,shoes,heels,black,Rocia Women Black Flats,https://www.flipkart.com/search?q=Rocia+Women+Black+Flats+Heels,https://www.amazon.in/s?k=Rocia+Women+Black+Flats+Heels
2872,images/2872.jpg,women,shoes,heels,brown,Catwalk Women Leather Flats,https://www.flipkart.com/search?q=Catwalk+Women+Leather+Flats+Heels,https://www.amazon.in/s?k=Catwalk+Women+Leather+Flats+Heels
49653,images/49653.jpg,women,topwear,tops,green,Mineral Women Green Top,https://www.flipkart.com/search?q=Mineral+Women+Green+Top+Tops,https://www.amazon.in/s?k=Mineral+Women+Green+Top+Tops
8574,images/8574.jpg,women,sandal,sandals,pink,Crocs Dora Boots Pink Sandals,https://www.flipkart.com/search?q=Crocs+Dora+Boots+Pink+Sandals+Sandals,https://www.amazon.in/s?k=Crocs+Dora+Boots+Pink+Sandals+Sandals
16957,images/16957.jpg,men,eyewear,sunglasses,black,Image Men Sunglasses,https://www.flipkart.com/search?q=Image+Men+Sunglasses+Sunglasses,https://www.amazon.in/s?k=Image+Men+Sunglasses+Sunglasses
19123,images/19123.jpg,men,flip flops,flip flops,silver,Lotto Men XL Water Man Silver Slippers,https://www.flipkart.com/search?q=Lotto+Men+XL+Water+Man+Silver+Slippers+Flip+Flops,https://www.amazon.in/s?k=Lotto+Men+XL+Water+Man+Silver+Slippers+Flip+Flops
13419,images/13419.jpg,men,topwear,tshirts,pink,United Colors of Benetton Men Solid Pink Polo T-shirts,https://www.flipkart.com/search?q=United+Colors+of+Benetton+Men+Solid+Pink+Polo+T-shirts+Tshirts,https://www.amazon.in/s?k=United+Colors+of+Benetton+Men+Solid+Pink+Polo+T-shirts+Tshirts
17885,images/17885.jpg,men,innerwear,innerwear vests,grey,Levis Men Comfort Style Grey Innerwear Vest,https://www.flipkart.com/search?q=Levis+Men+Comfort+Style+Grey+Innerwear+Vest+Innerwear+Vests,https://www.amazon.in/s?k=Levis+Men+Comfort+Style+Grey+Innerwear+Vest+Innerwear+Vests
43369,images/43369.jpg,men,flip flops,flip flops,black,Reebok Men Black Possession Flip Flops,https://www.flipkart.com/search?q=Reebok+Men+Black+Possession+Flip+Flops+Flip+Flops,https://www.amazon.in/s?k=Reebok+Men+Black+Possession+Flip+Flops+Flip+Flops
48781,images/48781.jpg,women,jewellery,pendant,silver,Lucera Women Silver Pendant,https://www.flipkart.com/search?q=Lucera+Women+Silver+Pendant+Pendant,https://www.amazon.in/s?k=Lucera+Women+Silver+Pendant+Pendant
44970,images/44970.jpg,men,watches,watches,white,Maxima Men White Dial Analog Chronograph Watch,https://www.flipkart.com/search?q=Maxima+Men+White+Dial+Analog+Chronograph+Watch+Watches,https://www.amazon.in/s?k=Maxima+Men+White+Dial+Analog+Chronograph+Watch+Watches
56489,images/56489.jpg,women,nails,nail polish,bronze,Streetwear Ash Nail Polish # 31,https://www.flipkart.com/search?q=Streetwear+Ash+Nail+Polish+%23+31+Nail+Polish,https://www.amazon.in/s?k=Streetwear+Ash+Nail+Polish+%23+31+Nail+Polish
39524,images/39524.jpg,unisex,bags,laptop bag,orange,Peter England Unisex Orange Sleeve Bag,https://www.flipkart.com/search?q=Peter+England+Unisex+Orange+Sleeve+Bag+Laptop+Bag,https://www.amazon.in/s?k=Peter+England+Unisex+Orange+Sleeve+Bag+Laptop+Bag
33822,images/33822.jpg,men,shoes,sports shoes,white,Puma Men Axis White & Grey Sports Shoes,https://www.flipkart.com/search?q=Puma+Men+Axis+White+%26+Grey+Sports+Shoes+Sports+Shoes,https://www.amazon.in/s?k=Puma+Men+Axis+White+%26+Grey+Sports+Shoes+Sports+Shoes
58513,images/58513.jpg,women,topwear,tops,off white,Tonga Women Maroon Top,https://www.flipkart.com/search?q=Tonga+Women+Maroon+Top+Tops,https://www.amazon.in/s?k=Tonga+Women+Maroon+Top+Tops
25947,images/25947.jpg,women,scarves,scarves,brown,Femella Women Brown Scarf,https://www.flipkart.com/search?q=Femella+Women+Brown+Scarf+Scarves,https://www.amazon.in/s?k=Femella+Women+Brown+Scarf+Scarves
52029,images/52029.jpg,unisex,topwear,rain jacket,coffee brown,Just Natural Unisex Charcoal Rain Jacket,https://www.flipkart.com/search?q=Just+Natural+Unisex+Charcoal+Rain+Jacket+Rain+Jacket,https://www.amazon.in/s?k=Just+Natural+Unisex+Charcoal+Rain+Jacket+Rain+Jacket
5865,images/5865.jpg,men,topwear,tshirts,black,ADIDAS Men's Twelve Faster T-shirt,https://www.flipkart.com/search?q=ADIDAS+Men%27s+Twelve+Faster+T-shirt+Tshirts,https://www.amazon.in/s?k=ADIDAS+Men%27s+Twelve+Faster+T-shirt+Tshirts
39716,images/39716.jpg,women,dress,dresses,blue,Arrow Woman Women Blue Dress,https://www.flipkart.com/search?q=Arrow+Woman+Women+Blue+Dress+Dresses,https://www.amazon.in/s?k=Arrow+Woman+Women+Blue+Dress+Dresses
25349,images/25349.jpg,men,innerwear,briefs,red,Levis Men Red Brief,https://www.flipkart.com/search?q=Levis+Men+Red+Brief+Briefs,https://www.amazon.in/s?k=Levis+Men+Red+Brief+Briefs
11940,images/11940.jpg,men,sandal,sandals,black,Ganuchi Men Casual Black Sandals,https://www.flipkart.com/search?q=Ganuchi+Men+Casual+Black+Sandals+Sandals,https://www.amazon.in/s?k=Ganuchi+Men+Casual+Black+Sandals+Sandals
55802,images/55802.jpg,women,loungewear and nightwear,night suits,white,SDL by Sweet Dreams Women Green Printed Night Suit S11-3124,https://www.flipkart.com/search?q=SDL+by+Sweet+Dreams+Women+Green+Printed+Night+Suit+S11-3124+Night+suits,https://www.amazon.in/s?k=SDL+by+Sweet+Dreams+Women+Green+Printed+Night+Suit+S11-3124+Night+suits
29584,images/29584.jpg,men,topwear,tshirts,black,Indigo Nation Men Printed Black T-shirt,https://www.flipkart.com/search?q=Indigo+Nation+Men+Printed+Black+T-shirt+Tshirts,https://www.amazon.in/s?k=Indigo+Nation+Men+Printed+Black+T-shirt+Tshirts
43967,images/43967.jpg,women,fragrance,perfume and body mist,red,DKNY Women Red Delicious Perfume,https://www.flipkart.com/search?q=DKNY+Women+Red+Delicious+Perfume+Perfume+and+Body+Mist,https://www.amazon.in/s?k=DKNY+Women+Red+Delicious+Perfume+Perfume+and+Body+Mist
28456,images/28456.jpg,women,bottomwear,skirts,blue,Urban Yoga Women Blue Skirt With Leggings,https://www.flipkart.com/search?q=Urban+Yoga+Women+Blue+Skirt+With+Leggings+Skirts,https://www.amazon.in/s?k=Urban+Yoga+Women+Blue+Skirt+With+Leggings+Skirts
34009,images/34009.jpg,girls,topwear,tops,black,Gini and Jony Girls Black Top,https://www.flipkart.com/search?q=Gini+and+Jony+Girls+Black+Top+Tops,https://www.amazon.in/s?k=Gini+and+Jony+Girls+Black+Top+Tops
19311,images/19311.jpg,men,shoes,casual shoes,white,Nike Men Air Rift MTR White Casual Shoe,https://www.flipkart.com/search?q=Nike+Men+Air+Rift+MTR+White+Casual+Shoe+Casual+Shoes,https://www.amazon.in/s?k=Nike+Men+Air+Rift+MTR+White+Casual+Shoe+Casual+Shoes
42089,images/42089.jpg,men,shoes,sports shoes,white,ADIDAS Men White Corona Sports Shoes,https://www.flipkart.com/search?q=ADIDAS+Men+White+Corona+Sports+Shoes+Sports+Shoes,https://www.amazon.in/s?k=ADIDAS+Men+White+Corona+Sports+Shoes+Sports+Shoes
22950,images/22950.jpg,unisex,watches,watches,black,Fastrack Unisex Black Dial Watch 9915PP13,https://www.flipkart.com/search?q=Fastrack+Unisex+Black+Dial+Watch+9915PP13+Watches,https://www.amazon.in/s?k=Fastrack+Unisex+Black+Dial+Watch+9915PP13+Watches
